,Ty,GR,SST,d18Osw
317,0.868493151,0.030237226,27.00679947,0.052484698
318,0.871232877,0.030168963,26.9471994,0.052050005
319,0.873972603,0.030099526,27.17239937,0.051560332
320,0.876712329,0.030028933,27.46959946,0.051005836
321,0.879452055,0.029957204,27.51439934,0.050424851
322,0.882191781,0.02988436,27.51519943,0.04981827
323,0.884931507,0.029810421,27.5195993,0.049181437
324,0.887671233,0.029735407,27.74879929,0.048572666
325,0.890410959,0.02965934,27.78999931,0.047973492
326,0.893150685,0.029582242,27.82919937,0.047374386
327,0.895890411,0.029504133,27.85479942,0.046818614
328,0.898630137,0.029425036,29.37959915,0.046296124
329,0.901369863,0.029344974,29.40359932,0.045794521
330,0.904109589,0.029263969,29.30639954,0.045309625
331,0.906849315,0.029182044,29.03919922,0.044868416
332,0.909589041,0.029099221,29.00639946,0.044494035
333,0.912328767,0.029015526,28.33639923,0.044143925
334,0.915068493,0.02893098,28.30959923,0.043853609
335,0.917808219,0.028845608,28.40439964,0.043618419
336,0.920547945,0.028759435,28.56079941,0.043437531
337,0.923287671,0.028672484,28.59999939,0.043320956
338,0.926027397,0.028584781,28.63719955,0.043246908
339,0.928767123,0.02849635,28.46199944,0.043079418
340,0.931506849,0.028407216,28.51479935,0.042990503
341,0.934246575,0.028317405,28.71599937,0.042891492
342,0.936986301,0.028226942,28.65079933,0.042798091
343,0.939726027,0.028135852,28.62319946,0.042673256
344,0.942465753,0.028044163,29.05399925,0.042523396
345,0.945205479,0.027951899,28.94999931,0.04235412
346,0.947945205,0.027859087,28.98879936,0.042183573
347,0.950684932,0.027765753,28.64719948,0.042011982
348,0.953424658,0.027671925,29.1027993,0.041797753
349,0.956164384,0.027577628,29.06639931,0.041588012
350,0.95890411,0.027482889,28.97919937,0.04138893
351,0.961643836,0.027387736,28.99759933,0.041133024
352,0.964383562,0.027292195,29.0935994,0.040888273
353,0.967123288,0.027196294,29.53319946,0.040589231
354,0.969863014,0.02710006,29.87479935,0.040271395
355,0.97260274,0.02700352,29.91159943,0.039965072
356,0.975342466,0.026906702,29.4535994,0.03964964
357,0.978082192,0.026809634,29.04919937,0.03937437
358,0.980821918,0.026712343,28.92039932,0.039066121
359,0.983561644,0.026614856,28.7915992,0.038781377
360,0.98630137,0.026517203,28.96879913,0.038515817
361,0.989041096,0.026419409,28.85279945,0.038228661
362,0.991780822,0.026321504,28.82879929,0.037877462
363,0.994520548,0.026223515,28.86279945,0.037493693
364,0.997260274,0.02612547,28.86959953,0.037077598
365,1,0.026027397,28.87599953,0.036628843
366,1.002739726,0.025929324,28.88199928,0.036158332
367,1.005479452,0.02583128,28.88839928,0.035638445
368,1.008219178,0.025733291,28.89599945,0.035134572
369,1.010958904,0.025635385,28.92519943,0.034473116
370,1.01369863,0.025537592,28.96319923,0.033711635
371,1.016438356,0.025439938,29.07999931,0.032754604
372,1.019178082,0.025342452,29.24359901,0.031627515
373,1.021917808,0.02524516,29.24879936,0.030342948
374,1.024657534,0.025148092,29.15799934,0.024791752
375,1.02739726,0.025051274,29.04399933,0.023114558
376,1.030136986,0.024954734,29.01639938,0.021382529
377,1.032876712,0.0248585,28.8647995,0.019677871
378,1.035616438,0.024762599,28.80599937,0.018059637
379,1.038356164,0.024667059,28.83199928,0.016488938
380,1.04109589,0.024571905,28.64519943,0.015066567
381,1.043835616,0.024477167,28.5759996,0.013614154
382,1.046575342,0.02438287,28.50199944,0.012219335
383,1.049315068,0.024289041,28.81079941,0.010790974
384,1.052054795,0.024195708,29.03039925,0.009248045
385,1.054794521,0.024102896,28.64519913,0.007639016
386,1.057534247,0.024010632,28.65079933,0.005956313
387,1.060273973,0.023918942,28.75199951,0.004276989
388,1.063013699,0.023827853,28.90599953,0.00272893
389,1.065753425,0.02373739,29.08119934,0.001347265
390,1.068493151,0.023647579,29.07399925,0.00021629
391,1.071232877,0.023558445,28.97479919,-0.000537719
392,1.073972603,0.023470014,28.95519943,-0.001033187
393,1.076712329,0.02338231,28.93679924,-0.001180755
394,1.079452055,0.02329536,28.92919937,-0.001154222
395,1.082191781,0.023209186,28.96879929,-0.000911408
396,1.084931507,0.023123815,29.1203994,-0.000588674
397,1.087671233,0.023039269,29.15279915,-0.000250217
398,1.090410959,0.022955573,29.03279938,3.88462E-06
399,1.093150685,0.022872751,28.72119934,9.57523E-05
400,1.095890411,0.022790825,28.51719933,-4.28482E-05
401,1.098630137,0.02270982,28.0503994,-0.000368191
402,1.101369863,0.022629758,27.93199936,-0.000915971
403,1.104109589,0.022550662,27.89439949,-0.001533581
404,1.106849315,0.022472553,27.86319946,-0.002179239
405,1.109589041,0.022395454,27.87599937,-0.002775692
406,1.112328767,0.022319388,27.82799942,-0.003238751
407,1.115068493,0.022244374,27.54279945,-0.00352453
408,1.117808219,0.022170435,27.61359955,-0.003591935
409,1.120547945,0.02209759,27.87839943,-0.003472225
410,1.123287671,0.022025862,28.15239937,-0.003239011
411,1.126027397,0.021955269,28.87679932,-0.002923367
412,1.128767123,0.021885831,28.88439941,-0.002609292
413,1.131506849,0.021817569,28.89679947,-0.002368164
414,1.134246575,0.0217505,29.44479919,-0.002255402
415,1.136986301,0.021684644,29.72439941,-0.002337488
416,1.139726027,0.02162002,29.61999924,-0.002540962
417,1.142465753,0.021556645,29.56559944,-0.002955317
418,1.145205479,0.021494537,29.53559937,-0.003514701
419,1.147945205,0.021433713,29.49799911,-0.004272268
420,1.150684932,0.02137419,29.5115992,-0.005109843
421,1.153424658,0.021315985,29.14199944,-0.006048444
422,1.156164384,0.021259114,28.79439926,-0.007060858
423,1.15890411,0.021203592,28.63519928,-0.008140593
424,1.161643836,0.021149435,28.44199928,-0.00928857
425,1.164383562,0.021096658,28.42079948,-0.010466783
426,1.167123288,0.021045276,28.37599945,-0.011624295
427,1.169863014,0.020995302,28.4971994,-0.012765227
428,1.17260274,0.02094675,28.39999947,-0.014563797
429,1.175342466,0.020899633,28.18999939,-0.015822808
430,1.178082192,0.020853965,28.28479935,-0.01746713
431,1.180821918,0.020809757,28.21079933,-0.018956174
432,1.183561644,0.020767022,28.65679947,-0.020643373
433,1.18630137,0.020725772,28.88919945,-0.022676627
434,1.189041096,0.020686017,28.90359932,-0.02495833
435,1.191780822,0.020647767,28.81079933,-0.027428149
436,1.194520548,0.020611035,28.68039925,-0.030111551
437,1.197260274,0.020575828,28.04479942,-0.032774796
438,1.2,0.020542156,28.0047995,-0.035373046
439,1.202739726,0.020510029,28.01039925,-0.037588337
440,1.205479452,0.020479454,28.06559937,-0.039425525
441,1.208219178,0.02045044,28.01079926,-0.040711161
442,1.210958904,0.020422994,27.99319931,-0.04146851
443,1.21369863,0.020397123,27.61679947,-0.041654487
444,1.216438356,0.020372833,27.56519951,-0.041251821
445,1.219178082,0.020350132,27.61319946,-0.040463101
446,1.221917808,0.020329023,27.61679939,-0.03956502
447,1.224657534,0.020309513,27.67679939,-0.03857811
448,1.22739726,0.020291607,27.61039932,-0.037708998
449,1.230136986,0.020275307,27.38439934,-0.037090535
450,1.232876712,0.020260619,27.02799942,-0.03669514
451,1.235616438,0.020247545,27.02119949,-0.036501108
452,1.238356164,0.020236088,26.92319939,-0.036267793
453,1.24109589,0.02022625,27.10239937,-0.036041555
454,1.243835616,0.020218033,27.25199936,-0.035663215
455,1.246575342,0.020211439,27.26159943,-0.03520084
456,1.249315068,0.020206468,27.42119957,-0.034366155
457,1.252054795,0.020203121,27.80159935,-0.033227631
458,1.254794521,0.020201398,27.91719933,-0.031836225
459,1.257534247,0.020201297,28.09919937,-0.030213669
460,1.260273973,0.020202818,27.88559921,-0.028375171
461,1.263013699,0.02020596,27.70919937,-0.026570916
462,1.265753425,0.02021072,27.18359932,-0.024793959
463,1.268493151,0.020217095,27.22079941,-0.023332862
464,1.271232877,0.020225083,27.43999939,-0.022267179
465,1.273972603,0.020234681,27.4939994,-0.021529436
466,1.276712329,0.020245884,27.66599945,-0.02114038
467,1.279452055,0.020258687,27.63479935,-0.021183672
468,1.282191781,0.020273087,27.29679947,-0.021531887
469,1.284931507,0.020289077,27.00439926,-0.021934854
470,1.287671233,0.020306652,26.95199928,-0.022315497
471,1.290410959,0.020325805,27.4203994,-0.022583312
472,1.293150685,0.02034653,27.71199921,-0.022612947
473,1.295890411,0.02036882,27.84479935,-0.022255653
474,1.298630137,0.020392666,27.69239952,-0.021592436
475,1.301369863,0.02041806,27.6459993,-0.020545106
476,1.304109589,0.020444994,27.52319916,-0.019449764
477,1.306849315,0.020473459,27.64839928,-0.01838219
478,1.309589041,0.020503446,27.59319939,-0.01732797
479,1.312328767,0.020534943,27.32399933,-0.016662888
480,1.315068493,0.020567941,27.27239922,-0.016402417
481,1.317808219,0.020602429,27.53719933,-0.01643733
482,1.320547945,0.020638396,27.74359917,-0.016719161
483,1.323287671,0.020675829,27.70279945,-0.017172516
484,1.326027397,0.020714717,27.65959953,-0.017574574
485,1.328767123,0.020755047,27.57039925,-0.017892871
486,1.331506849,0.020796805,27.45239929,-0.017888282
487,1.334246575,0.020839979,27.26239937,-0.0175597
488,1.336986301,0.020884555,27.04159935,-0.016926493
489,1.339726027,0.020930517,26.98559944,-0.015983961
490,1.342465753,0.020977853,26.15159943,-0.015051138
491,1.345205479,0.021026545,26.00039955,-0.01406712
492,1.347945205,0.021076579,25.95879944,-0.013322969
493,1.350684932,0.021127939,26.0259993,-0.01278602
